"status_id","text","is_misinfo"
"x1346551590606364672","once I get my second dose of the covid vaccine it’s over for you bitches 😂",0
"x1346538747345727488","if you’re doing an engineering degree, don’t worry about what’s in the vaccine",0
"x1346533913179480064","If you’ve taken a dab at a shop , you don’t have to worry about what’s in the vaccine...",0
"x1346542967201222656","If you shared these in elementary music class, don’t worry about what’s in the vaccine https://t.co/3XrgNtQR0V",0
"x1346561785390891008","Wow that vaccine knocked me out for a couple days, but I'm back and I got my first vaccine of the series",0
"x1346560348157923328","Oh, I also get my first COVID vaccine today in less than an hour! I'll report back in a few hours!",0
"x1346544942525530112","Got my second dose for the Pfizer vaccine. Feelin good.",0
"x1346549490883457024","I’m not saying I’m an expert mara this rushed vaccine is causing some serious side effects, some are even permanent ka mo COVID-19 has turned up the volume killing people every side.",1
"x1346532290806116352","Well, that's me just had my second dose of the covid-19 vaccine and I'll you what, guys, I cannot get this insanely itchy boner to go down. I've been smacking it with a large wooden mallet all the way home from the hospital and it's just stood there, staring at me.",0
"x1346544984439320576","I'm very happy to serve Miss Kasen. Sure I mess up, but I'm only human and do my best to make sure she's happy.",0
"x1346517846558388224","If you know who Tony is from Alex’s bar in Magaluf then you don’t need to worry about what’s in the vaccine",0
"x1346502357195087872","if you wear festival wristbands months after the festival you don’t need to worry about what’s in the vaccine",0
"x1346509401318940672","2020 National Fellow @globaldan of @nytimes on how the pandemic has devastated children from low-income families. https://t.co/CdLzpL6Rbw",0
"x1346525334703902720","Not even a vaccine at 1h45 Depopulation roll. 
We are so screwed...

@888Martine

https://t.co/xBM9tG6eFk",1
"x1346494939308425216","If you eat pineapple on pizza don’t worry about what’s in the vaccine",0
"x1346515677650309120","So my second covid vaccination (Pfizer) has been postponed until 12 weeks after despite there being no research on if the second one will be as effective after this time.",0
"x1346505513840881664","A quick marketing tip for this Motivational Tuesday you mind find helpful!💡📱 #motivationaltuesday #amaprm #ama #uprm #marketing #marketingtip https://t.co/eQZ2bJX1BN",0
"x1346497177422606336","if you ate anything from the school canteen you do not need to worry about what’s in the vaccine",0
"x1346518900608016384","I get my second @pfizer #COVID #Vaccine tomorrow!!!! https://t.co/fUHUWuNZGk",0
"x1346515478177464320","If you’re still alive, you don’t need to worry about what’s in the vaccine",0
"x1346520579034124288","People who’ve seen banana fish , don’t worry about what’s in the  vaccine , worry about your mental health instead 😭",0
"x1346514130354765824","If u hav let ur dog lick ur face/sleep in ur bed then sorry but u don’t hav to worry about what’s in the vaccine",0
"x1346508978256281600","Just got my second Pfizer shot!!!🙌🏼 #CovidVaccine",0
"x1346494656624771072","If you ever had your drink Xringed on X-Ring night, you don’t have to worry about what’s in the vaccine.",0
"x1346509513994760192","Sanford Vice President Dr. Doug Griffin states that the myth about the vaccinations alternating your DNA, causing infertility and giving yourself the coronavirus is not true. https://t.co/QtczcSmjnM",0
"x1346523405718196224","If you’ve sold arbonne, Or any other MLM health stuff, and tout their health claims, you definitely don’t have to worry about what’s in the vaccine",0
"x1346526093256384512","If you a ice cream biter don’t worry about what’s in the vaccine https://t.co/EpddLorrPo",0
"x1346525255402188800","If you used to waterfall drinks in high school, you don't need to worry about what's in the vaccine.",0
"x1346505362137096192","That cretin Starmer doesn't realise the NHS workers are increasingly against taking the rushed vaccine.

@1RichieAllen",1
"x1346526864404262912","if you ever drank out of one of these at mass you don’t need to worry about what’s in the coronavirus vaccine https://t.co/7FExbOzezx",0
"x1346509039535009792","if you put unwashed dick in your mouth then you won’t have to worry about what’s in the covid vaccine 🥴",0
"x1346502559725461504","@dihcoutinho @SaoPauloFC Pelo atleta que ele é eu acho que o sp seria daora campeão, porém dizem que não dá pro sp esse ano. Pelo atleta brabo torço pelo Dani Alves",0
"x1346526636955455488","If you are this guy you do NOT have to worry about what’s in the Vaccine... https://t.co/R4JiXaAHlH",0
"x1346497290798772224","Abortion doesn't involve benefit from ""past wrongdoing:"" it's an ongoing crime given legitimacy by use of fetal cells in vaccines. It's no act of charity to jeopardize your health on an untested vaccine that should have taken years to go on the market.
https://t.co/0MX3Ag1JxV",1
"x1346509097236123648","I was very lucky to have my second Pfizer vaccine yesterday. I have experienced mild aches and pains post vaccine. This is nothing compared to the pain and suffering I see my covid patients experience. If you too are offered a vaccine. Please take it. #StayAtHome #COVIDVaccines https://t.co/w1TuHmhi6Q",0
"x1346509857961099264","If you’ve ever eaten at Kelly’s Kafe, don’t worry about what’s in the vaccine.",0
"x1346497239053717504","if you get sushi in your meal deal you don’t need to worry about what’s in the vaccine",0
"x1346519607335649280","Experimental mRNA V****** Are Operating System Designed To Program Human DNA, Says Moderna   https://t.co/oYkhnGLGDO",1
"x1346507169257168896","if ur a kpop stan dont worry about whats in the vaccine",0
"x1346518645334110208","People use Coke to get oil stains out of their driveway so if you drink Coke don’t worry about what’s in the vaccine",0
"x1346500139901337600","For those afraid that the vaccine is going to be used to put a chip in you.. which is false... further proof that such a thing is not needed because you already carry a tracking device on you every day.  

Your phone. 

https://t.co/ktD8WxGRJj",0
"x1346510209020293120","Got my second Pfizer COVID-19 vaccine https://t.co/RuS6RfauPq",0
"x1346510019622281216","if you ate corn on the cob in mamaia from the sellers on the beach... don’t worry about what’s in the covid vaccine",0
"x1346453820872814592","The Covid Vaccine is a Bioweapon https://t.co/6UVLoMmPdK via @BitChute",1
"x1346438432545939456","A Villager who received the COVID-19 vaccine is now nervous about obtaining the second shot. We've got her story.⠀ ⠀ Cli... https://t.co/bdNVhMLMn2",0
"x1346458953501323264","If you have ever stepped foot into Club 110 (may it rest in peace), you don't have to worry about what's in a vaccine. Or worry anything really, you fearless warrior🙃😅 #EKU",0
"x1346432331259785216","International Network of Lawyers: No need for Vaccine, Goal is Population Reduction '#Covid19' '#ConronaVirus' #Event201 #Plandemic #Depopulation #NWO  https://t.co/coZTlKfT9d",1
"x1346491258257207296","Getting my second shot of the vaccine 😷 https://t.co/7YmNiCHlib",0
"x1346466641308229632","„Experimental mRNA Vaccines Are Operating System Designed To Program Human DNA, Says Moderna”. https://t.co/13yh6lBIWT",1
"x1346475140075245568","@kylegriffin1 It IS worth your time,  @SpeakerPelosi.

You'll be known as a #Vichycrat and will live in infamy if you sit this one out.

He must NEVER hold any position of power again.

That's what you want, right?

IMPEACH!

The whole #WorldIsWatching.

ACT WITH HONOR.",0
"x1346479181471707136","If you're eating a microwave Donner Kebab right now, dont worry about what's in the vaccine 👀 https://t.co/5xU5rC08BX",0
"x1346490982729093120","Why would anyone take a vaccine for a virus that has a 97% recovery rate! It wont help anyone against hybrid strains of Covid also the virus can NOT SURVIVE in 82 degrees plus it dies!! Dont take the vaccine!! Your risking the unknown!!",1
"x1346472604874379264","if you willingly listen to jhene aiko you don’t need to worry about what’s in that vaccine. https://t.co/rJcNuE7jMJ",0
"x1346492869281013760","if you’ve ever licked a salt lamp you don’t need to worry about what’s in the vaccine",0
"x1346488062046564352","Got my second dose of the Covid vaccine 💉 😆 https://t.co/Qzu4w7WSUC",0
"x1346486950690226176","if you don't put the lid down before you flush, don't worry about what's in the vaccine",0
"x1346457809144213504","@MemurSenKonf @_aliyalcin_ @akittv Sayın @_aliyalcin_ @MemurSenKonf Hayatboyunun USTALARI aşsız işsiz maaşsız kısa çalışmaÖDENEĞİyok destek paketinde yerleri yok daha ne kadar yok sayılacaklar Binlerce insan göz ardı edilmemeliÜVEYevlat muamelesi yapılmamalı 90bin USTAÖĞRETİCİYİZ MEVZUAT değişikliğiTALEBİMİZDİR https://t.co/jcta7dN819",1
"x1346466116470714368","if you’ve consumed even a single bang energy in your lifetime you do not need to worry about what’s in the vaccine.",0
"x1346475980982915072","@Lize_Helesta 楽しみにしてます！",0
"x1346480211387322368","엑스원돌아오면꼭원꿈날도들려주고
#ForeverWithYou_X1_OneIt
컴백도해주고광고도찍어야돼
#RememberX1Always        
약속",0
"x1346493121098559488","If you ever went 'clubbing' in Infernos in Clapham, you shouldn't worry about what's in the vaccine.",0
"x1346488841473937408","MY HEART https://t.co/rxbDrueBLI https://t.co/JQLjxaUQsw",0
"x1346492854374461440","@roxas1111122ww1 @orange_hat_bro @suicidewatched Thanks man!",0
"x1346462802718941184","If you ever inhaled the smoke from the fog machine at the Catty or Polo you don't need to worry about what's in the vaccine",0
"x1346458424599482368","According to pharma giant Moderna, the *COVID-19 mRNA based experimental vaccines* being approved for emergency use for the first time in history are *Operating System designed to program human DNA.* 

Read more 👉🏽 https://t.co/EycmYwzJFc

#FarmersProtest 
@vivekagnihotri",1
"x1387689065152061440","DEPOPULATION AGENDA (MURDER OF BILLIONS OF CITIZENS) AUTHORIZED BY THE AUSTRALIAN GOVERNMENT!!!! No doubt this is not just for Australia!!

https://t.co/z5jcwPZ3r2

Source: https://t.co/APBmVB4AOe
#vaccine 
#vaccination 
#CovidIndia 
#Corona2ndWave 
#Corona 
#CoronaPandemic",1
"x1346481164857401344","If you use ghost bond to glue your lashes you don’t need to worry about what’s in the vaccine",0
"x1346490730055954432","if you don’t reapply sunscreen every 2hrs (even during winter) u don’t need to worry about what’s in the vaccine",0
"x1346482404022775808","if your earbuds look like this you don’t gotta worry about what’s in the vaccine https://t.co/ftHapqKekh",0
"x1346464299687014400","I got my second dose of the COVID-19 vaccine today @UTSWNews @utswclements! Looking forward to a time when everybody around the world has the opportunity to be be vaccinated! Trust science! https://t.co/4g6f1neLcH",0
"x1346462021429174272","@kappa163 さん
ご参加ありがとうございます！

1月18日（月）10:00まで毎日応募できますよ～！

#スーパードライ史上最高のうまさ #ビールがうまいこの瞬間がたまらない
https://t.co/bm1d8vQQh3

↓結果はこちら😀😀😀😀 https://t.co/b9QGGSA4fs",1
"x1346489926154641408","If you’ve ever at the popcorn at Iggy’s, you don’t need to worry about what’s in the COVID-19 vaccine.",0
"x1346468694306656256","#GodMorningSunday
श्रीमद् देवी भगवत (गीताप्रेस गोरखपुर), तृतीय स्कंद, पृष्ठ 114-115 मे स्पस्टीकरण मिलता है कि ब्रह्म (काल/क्षर पुरूष) माँ दुर्गा (प्रकृति देवी/आदीमाया/अष्टांगी/शेरांवाली) के पति है।
@SaintRampalJiM https://t.co/nfpiGsJC0p",0
"x1346491103625678848","Imagine taking a deadly vaccine for a non deadly virus.

The_Void

https://t.co/2Jkzen2obz",1
"x1346486963222753280","If you have a facebook account, don't worry about what's in the vaccine...",0
"x1346449827022983168","Look if you dont want to take the vaccine cause they putting chips in us&amp;believe masks will blow up in our faces when we pass 5G towers then please by all means dont take the vaccine &amp; dont wear a mask.

 BUT PLEASE LEAVE those of us who want those things alone😭🙏🏽",1
"x1346391457456934912","Right course of action for UK too.  The surviving elderly are looking after themselves very nicely, but are at risk from selfish, foolhardy younger people who refuse to obey the rules. Also less risky to test a largely untested vaccine on strong healthy people",1
"x1346244972111159296","Just got the COVID-19 vaccine, turns out just eat well and you won't need healthcare. Thanks, Whole Foods.",0
"x1346271094379048960","2021 i will travel to Mexico and west coast once I get this damn vaccine inshallah",0
"x1346419502079123456","Do you remember when you joined Twitter? I do! #MyTwitterAnniversary https://t.co/cGXYvPLlmS",0
"x1346354989849972736","@bubblejaee mending nabung buat full album aamiin",1
"x1346349654229790720","The French do not trust the experimental #COVID19nsw  vaccine, which many believe will alter their DNA and thus have unknown adverse side effects

Low Turnout In France For Jab / Macron Livid! / Hugo Talks #lockdown https://t.co/qMIQprZvEL via @YouTube",1
"x1346278709171343360","Got the covid vaccine today 🤟🏼",0
"x1346370789176651776","""Doctors Around The World Issue Warnings Against The COVID-19 Vaccine""

In an effort to combat Big Pharma Corporate Media and Big Tech censorship doctors around the world are frantically trying to warn the masses of the devastating effects of the experimental COVID-19 vaccin…",1
"x1346321494637481984","Cognitive dissonance in the conspiracy theories realm. They want a vaccine for depopulation. Those who made the vaccine must take it first. Oh no, they are hoarding and want to see us die like flies.",1
"x1346234903936045056","Dessa*",0
"x1346290404774334464","The ANC must stop this nonsense of so called vaccine.

Any vaccine from Western countries is another CODESA.
Depopulation for black people.

Only Sputnik V from Russia and Chinese vaccine is affective without evil intentions

@Julius_S_Malema
No to Western countries evil Vaccine",1
"x1346371551407403008","Watch Bill Gates Admitting mRNA 'Experimental' Vaccine Will CHANGE Recipient's DNA FOREVER https://t.co/5w0Dt66TUj",1
"x1346277228594802688","“Mass Sterilization”: Kenyan Doctors Find Anti-fertility Agent in UN Tetanus Vaccine? - Global Research https://t.co/QCg6drt4Yd",1
"x1346323182094057472","mRNA Vaccines Don’t Alter DNA:

🧬Brandenburg believed vaccine was not safe for people, would harm them and change their DNA

🧬If you’re worried about things that can alter your DNA, I have good news about the #COVID19 vaccines, but bad news about the sun
https://t.co/e1WoZQtUHg",1
"x1346253973028704256","my dad just got the covid vaccine hell yea !!!",0
"x1346389115957252096","Injecting the vaccine = injecting the bioweapon!",1
"x1346285925907615744","Working with essential employees has it's perks.  Just got 1st dose of Moderna #COVID19 vaccine.  Arm is a bit sore but not huge pain.  
Cakewalk! https://t.co/1bfVXRF06R",0
"x1346244801965023232","Just got the vaccine",0
"x1346263988305334272","just got my second covid vaccine dose, no one talk to me https://t.co/qfUWZNnDhs",0
"x1346250697889738752","Just got my first vaccine dose! I am happier than a pig in shi-oink-t. Omg did I just gr-oink-ow a snout.....omg it's turning me into an oink oink oink oink 🐷. Just kidding, get the vaccine when you can, you'll be fine.",0
"x1346264070425493504","ตื่นเช้ามา บิดขี้เกียจแล้วโหวตกันต่อค่ะ         I vote #BLACKPINK_HLA2021 #BLACKPINK @BLACKPINK https://t.co/Ern9okrN85",1
"x1346269570303188992","DONT TAKE THE MARK OF THE BEAST(EVIL VACCINE) https://t.co/BRDzFHGLPb via @YouTube",1
"x1346350479526137856","My heart is nervous. My mom is a healthcare worker and she’s taking her first dose of the vaccine tomorrow. I pray everything will go smoothly and that she will be healthy!!!!!!!! 🥺",0
"x1346350854056468480","♪♪☆★女子会承り中★☆♪♪各種パーティ、貸切、持込み、サプライズ演出装飾可能！インスタ映え！♪♪♪♪♪♪♪♪♪♪♪♪♪♪♪♪♪★★ https://t.co/XIVRifM22n",1
"x1346252533946220544","Russiagate, vaccine style. It's experimental, rushed, and dangerous when Russia rolls out the covid-19 vaccine but crickets when the US does exactly the same #covidclownworld #msmpropaganda

 https://t.co/j0jF93oe5Y",1
"x1346277504160391168","Just got the COVID vaccine and my dick broke out in hives. Don’t know why I got this shit #itchy #COVID19",0
"x1346313970521526272","getting vaccine tomorrow morning and i’m nervous bc i wanna look CUTE https://t.co/igTeOi1CP7",0
"x1346250390522785792","Former FEMA operative Celeste Solum talks with David Icke: ‘The Covid tests are magnetically tagging you and the vaccine is designed for mass depopulation and the synthetic transformation of the human body’ https://t.co/RCgP5eORzo",1
"x1346274884423303168","Ya boy just got that Covid vaccine 🔥🔥🔥",0
"x1346421021344210944","I’m not gonna lie I low key want this vaccine. I’m tired of being so nervous",0
"x1346234207266349056","Tomorrow I get my COVID-19 vaccine excited and nervous #vaccinations",0
"x1346253426825572352","Just got the covid vaccine! ✅ https://t.co/XQW9Cvjpne",0
"x1346235533295374336","Today...fully vaccinated. Just got #2 of the Pfizer vaccine. Wonderful way to welcome 2021!  #VaccinesSaveLives https://t.co/14Xvy1dtBH",0
"x1346404456636805120","A dog shock collar, but for every time someone says 'non-deadly virus' or 'untested vaccine'.",1
"x1346318833238175744","Holy crap, what did he just say? Why aren't we talking more this?!?! Understandably it could be abused itself, but common, why all the expensive unproven vaccine talk when this is right here? (https://t.co/IiPzh15fUc) https://t.co/XIX7XBnohj via @YouTube",1
"x1346288592809766912","My mom just got the vaccine and now she can’t feel her arm",0
"x1346280890159140864","just got the first round of the covid vaccine I’ll let y’all know how it goes",0
"x1346368866285355008","(Acts 29:26875)  TO KILL US ALL before God shows up, according to them, and they have exacted commanded that the SERUM OF SATAN, THAT EXPERIMENTAL DRUG OF THE DEVIL be given to all of God's people FIRST, and we are the GUINEA PIGS of Satan right now, THE MARK OF THE BEAST vaccine",1
"x1346285469122711552","Just got my first dose of the Covid-19 vaccine today! https://t.co/HSN91jVNaq",0
"x1346213220671844352","My mom just got her first dose of the Moderna vaccine! 🙌🙌🙌",0
"x1346232843685552128","I’d refuse a rushed and untested vaccine 🇺🇸 https://t.co/yB9NMVrV1o",1
"x1346231392468930560","My friend received a just got the vaccine time to eat ass snap today",0
"x1346209457236135936","Yay for science and scientific research🎉🎊!! What a start to 2021....Just got my Pfizer vaccine (1st dose).#PfizerVaccine",0
"x1346203621524967424","Another lockdown, I do hope everyone takes the advice. The vaccine is coming just got to be strong and get through the next few months.",0
"x1346193662988976128","The million dollar question is why is it been used on Africans only?
Why shud we be used for experimental processes like Lab Rats?
What's the rush that our government has to bring this vaccine in February? Why should we be the 1st🤷🏾‍♀️
What's wrong with our government #ZedTwitter",1
"x1346193054127030272","so my mom just got the COVID vaccine",0
"x1346191855382388736","It all about ONE thing the killer vaccine. Up yours @BorisJohnson",1
"x1346220131052085248","When we come out of lockdown and they inject that vaccine into my bloodstream, my life motto will be ""inshallah and vibes""",0
"x1346202629395816448","Just got my first vaccine! So happy",0
"x1346203480088846336","#Covid19 mutates it shape and strength to attack and kill health cells, which leads to death for many. The vaccine is still an experimental drug that may be effective for some strains of the virus but as it changes, stronger strains may or not be controlled by current vaccines? https://t.co/BgEuRN0fhS",1
"x1346203800894394368","MY BROTHER JUST GOT THE VACCINE OMG",0
"x1346216803723317248","I just got the Covid vaccine shot 😷 🩹💉",0
"x1346206200279433216","Just got my Covid vaccine!!#HealthcareWorkers #VaccinesSaveLives #vaccinations",0
"x1346207487385600000","Potential triggers for biotech market correction in 2021: A major vaccine-related safety concern; further safety or durability issues in gene therapy/editing; more dramatic drug pricing reforms that hurt innovation, and federal “march-in rights”. Great insights from @LifeSciVC",1
"x1346209556532228096","instead of making fun of people who are nervous about the vaccine (or things in general) we try to educate them and bring up as much knowledge and understanding as we can?",0
"x1346216572810125312","It's ""what we expect""; happened to ""several others""; ""It won't be full protection.""
A vaccine that won't stop you from getting &amp; may give you the disease, carries risk of infertility &amp; ""potentially lethal"" reactions (for a disease that's 99.6% non-fatal ) 
https://t.co/OO3VaWQi8u",1
"x1346206890372591616","Kuveyt Dışişleri Bakanı, 'Suudi Arabistan ile Katar arasındaki sınırların açıldığını duyurdu. https://t.co/xXQtm1EHwd",1
"x1346193645989474304","All this is about is terrifying people and forcing the country to take this untested, unproven vaccine, getting them to join the surveillance state and acquiesce to a full blown dictatorship!! It's all a big false flag to bring in the great reset and turning the world into China!",1
"x1346229046112227328","My mom just got the Covid vaccine 😳 let's see if she has any reactions 😗",0
"x1346212608152629248","Ooohh yay! Rafa just got his covid vaccine ☺️❤️ Best news ever! https://t.co/H1W9v4ysoy",0
"x1346215060104855552","I get my second dose for the covid vaccine next week &amp; I’m more nervous now than I was for the 1st dose 😬",0
"x1346211739151392768","Just got the Covid vaccine feeling buff as shit",0
"x1346214822325620736","just got the covid vaccine!!!",0
"x1346218255657164800","Y’all take the vaccine yet ? 🤔",0
"x1346220949079797760","Just got the consent form for the #COVID19 vaccine for my mum at her LTC home!",0
"x1346215322320310272","Fuck sake are we still joint top? 🙈🤦🏻‍♂️",0
"x1346210958411059200","I just got the covid vaccine! It's really easy! I went to the county health department and Bernie Sanders and AOC came out from behind a curtain and kissed me gently, then they told me that they would protect me and both drew swords and fought off the nurses with scary needles!",0
"x1346207495644192768","@Nixarim LOS QUIERO MUY FUERTE https://t.co/ObKdiq6SU4",0
"x1346205388006420480","Guess who just got scheduled for their covid vaccine!!!!!!!!!!",0
"x1346213932604776448","Just got my 1st dose of the COVID Pfizer vaccine",0
"x1346198183022645248","ya girl just got the moderna vaccine 😊",0
"x1346218252976885760","Just got the first dose of the Covid vaccine 🎉🎉",0
"x1346231702335574016","I am very pro-vaccine. I have no issues taking a vaccine. HOWEVER, the fast tracking of the covid vaccine makes me nervous and I’m not comfortable at the moment

I would love to hear from you guys though, what are your thoughts?

(Please be kind to one another in responses)",0
"x1346202395169067008","Got my first Covid vaccine today (Oxford vaccine) ✅ Was a bit nervous as this is the first time I’ve had a vaccine since school but it was grand #happydays",0
"x1346191766958075904","I am going to get my Covid vaccine tomorrow Moderna so nervous but ready",0
"x1346213221611364352","Just got my first dose of the Moderna vaccine. Went nice and smooth, nothing wrong so far. Minimal pain too, less than a flu shot imo.",0
"x1346215925612240896","I just got the covid vaccine and it absolutely does not feel like real life 😭😭😭",0
"x1346209174846320640","I just got the vaccine",0
"x1346210220054179840","so I just got my vaccine in none other than in my “Choose Humanity” shirt ☺️",0
"x1346221767493226496","WTF ANOTHER 
PFIZER VACC!NE DEATH 💉😡

Portuguese Health Worker Dies 2 Days After Receiving Cov!d Shot 🙏

WAKE UP PEOPLE

#Billgates #Pfizer #depopulation #nwo https://t.co/gkL1A9PtSB",1
"x1346216688111403008","@sethtrout45 You specifically",1
"x1346212891184287744","2 years ago I was sitting in front of a really hot nurse on the train and I could read his name tag so I followed him on ig and he just got the vaccine 🥰 congrats babe",0
"x1346199767043325952","I JUST GOT MY COVID VACCINE!!!!",0
"x1346193825564413952","I see someone tweet Boris strategy is vaccine &amp; inshallah. I cried reading that",0
"x1346215836613185536","Just got the vaccine 🥺",0
"x1346201598876409856","Getting my first dose of the COCID vaccine today, a bit nervous. But being a healthcare worker, I’m grateful to be ahead in line",0
"x1346154428135571456","In search of the perfect gift for a birthday, an anniversary, or just because? Our Specially Yours boxes are endlessly personalisable to put a little twinkle in the eyes of your loved ones. Shop it on @clos19official #SpeciallyYours 

https://t.co/7pS0f2GbAZ https://t.co/PRsSCR7FkL",0
"x1346170833379622912","I just got my first dose of the covid vaccine!
#Vaccinated #FreeBandaid #DoingMyPart https://t.co/PiqW1UEOpq",0
"x1346149837373374464","My mom just got her first round of the vaccine !! 🥳",0
"x1346153595016597504","i just got my covid vaccine!",0
"x1346132123820949504","Just got my COVID vaccine couple hours ago and just my arm hurts. Feels like the flu shot....didn’t get covid during this entire pandemic so I hope this helps to still protect me",0
"x1346181020500914176","I just got the Pfizer vaccine.. so for the next week all anyone is going to hear from me is that I got the vaccine",0
"x1346160839758286848","My wife gets her vaccine tomorrow.
She's excited, but also very nervous. 
#WearAMask",0
"x1346165569721131008","Just got my first dose of vaccine.  THANK YOU SCIENTISTS!!!!",0
"x1346148131285700608","Just got an email from my doctor about the covid vaccine.  I appreciate that I'm in my 50's with Lupus and at risk but I really would like for grocery store workers and warehouse workers to go before me.",0
"x1346150609850945536","I just got my COVID-19 vaccine. Felt like any other shot...except no discomfort. I'm feeling very thankful about being able to get this vaccine.🙏🏾 #Covid19Vaccine https://t.co/Jxya72IaBO",0
"x1346173159259705344","@viferreirasx KKKKKKKKKKKKKKKKKKKKKKKKKKK",0
"x1346153042597568512","It’s 2021, I still request closure. Please share https://t.co/x0JTXTLhf5",0
"x1346162302068862976","As a healthcare worker I was able to schedule my first dose of the COVID vaccine for this weekend! Equal parts nervous and excited! Wish me luck!",0
"x1346135960392765440","#4Ene   GNB incautó 10 toneladas de material estratégico en Barinas https://t.co/adz4WPZXUY  #UnidadLuchaBatallaYVictoria https://t.co/M6vp0G6xPy  #FANB #GNByPuebloGrande
#CuídateDelCovid19
.@Libertad003
.@GNBGDjuvenal",0
"x1346174136754827264","Just got my @pfizer COVID-19 vaccine at @RileyChildrens — @IUMedSchool is doing a fantastic job of vaccine administration! 👏🙏💉😷",0
"x1346164621477105664","Just got my Moderna Covid 19 vaccine! 1st dose, didn't feel a thing!🌞",0
"x1346160870594932736","Our dental student son just got his first Covid-19 vaccine 💉!  He’s already working on patients so this is awesome!!",0
"x1346188284746031104","Just got my vaccine 😅 https://t.co/c0hAPDx81r",0
"x1346170262807482368","Baby deer visits his human mom every day — and grows the cutest little antlers! ❤️ https://t.co/Kwh4KaEO0l",0
"x1346157137702121472","my mum just got her covid vaccine :)))",0
"x1346184231601332224","pray for my momma y’all nothings wrong with her, she just got the COVID vaccine 😭",0
"x1346189320143691776","Just got my Covid vaccine. I'll let you know if I develop super powers https://t.co/YdtUL5iu69",0
"x1346173883863486464","Our position on vaccines is based around freedom and informed consent. There should be no coercion and its natural that people have concerns about a rushed vaccine. Personal choice must be respected.  #Irishfreedom",1
"x1346163417393078272","I just got my Covid19 vaccine!",0
"x1346161199671508992","#TrustYourVaccine
It will be the result of trust of untested vaccine. https://t.co/P3Jm41Yzlu",1
"x1346134853012525056","my momma just got the vaccine :) &lt;3",0
"x1346188961002250240","@yessinorrr honestly all of these minus bullies fits for me idk where i’d go",0
"x1346160813082509312","MY POSITION AT WORK JUST GOT APPROVED PRIORITIZATION FOR THE VACCINE!!!",0
"x1346191430234955776","Just got my COVID vaccine!!! I'm so happy! Now everyone let's please be smart, stay home, wear a mask, and hopefully soon move past this point in our history.",0
"x1346171850477416448","Just got the covid vaccine...I don’t feel anything I’m just hungry lol 🥲",0
"x1346173431717367808","My husband just got his first covid vaccine!!! He's often exposed at work so I can feel my anxiety lifting a bit 🙌🏻🙌🏻🙌🏻",0
"x1346190660504698880","I just got my first dose of the pfizer vaccine! I can't wait to live my life exactly as I have been because the vaccine doesn't work fully until two weeks after the second dose 😁",0
"x1346191303965511680","My Dad just got his Covid vaccine 💉",0
"x1346151279827959808","The biggest fallout of an untested vaccine, devoid of adequate data, will be on the poor. Those who are rich, or from the middle class, will have the recourse to go for Pfizer or another costlier one. Its the poor, with no alternative, who'd have to grapple with the problems.",1
"x1346176074414252032","Villager who received vaccine now nervous about obtaining second shot. Read our story: https://t.co/Pc7aD8LyZZ #TheVillages #TheVillagesNews",0
"x1346167708346425344","@SenCalKapimiTT 74. 😍 We wait for small Bolat 😜 

#SenÇalKapımı SenÇalKapımı
#KeremBürsin  KeremBürsin
#EdSer              EdSer        
#HandeErçel    HandeErçel
SerkanBolat      EdaYıldız",1
"x1346171030230876160","Just got the vaccine 😗👌 https://t.co/0zTrROPPu9",0
"x1346146027460562944","Just got my first dose of the COVID vaccine 😎",0
"x1346149444258050048","Just got my COVID vaccine.",0
"x1346180788753199104","I just got my first dose of the covid vaccine!!!",0
"x1346158569339588608","Just got the moderna vaccine https://t.co/2hub3sW0nI",0
"x1346183620126330880","Cattle vibes 💅🏽 just got the vaccine and felt like a literal cow https://t.co/VdzEaUbSEI",0
"x1346176523292737536","Just got my COVID vaccine! 🤪🤪 #MedTwitter https://t.co/PZB6IOXbLn",0
"x1346122165691822080","Those looking to take that Covid vaccine be careful. Some of my fam who work in medical field say one of the side affects is infertility. Why y’all think they pushing Black ppl (especially black women) to take that shyt?",1
"x1346063525177929728","OVARIAN FAILURE DUE TO #CVD19 #VACCINE

#FERTILITY FAILURE
#MISCARRIAGES 
BIRTHDEFECTS
ETC https://t.co/KtzX1b5zqq",1
"x1345964161981841408","Former FEMA operative Celeste Solum talks with David Icke: ‘The Covid tests are magnetically tagging you and the vaccine is designed for mass depopulation and the synthetic transformation of the human body’ https://t.co/wTV3gzed1d",1
"x1346002273281961984","The Big Little Guide to Message Queues
A guide to the fundamental concepts that underlie message queues, and how they apply to popular queueing systems available today. https://t.co/cHDEMIVecT",1
"x1345863152039124992","Here's a great video on the Covid mRNA vaccine. Please educate yourself before injecting this experimental vaccine that has NEVER been tested in humans before. https://t.co/s0Pt4Bu3HH",1
"x1346018786151903232","There is no current evidence of any impact that the COVID-19 vaccine has on fertility. Obviously, people who are wanting to start families understandably, have concerns about any kind of drug or vaccine they may need. For more information please visit: https://t.co/MvwxkRampa",0
"x1346122258461421568","My mother and I just got our first dose of the Moderna Vaccine for Covid 🙂

Fucking relieved, and looking forward to the 2nd dose in February.",0
"x1346070788315594752","But your credibility is at stake, with an untested vaccine release over the decision of a group with negative, false, fake nationalist mentality. 
#Covaxine #Covaxin
@BharatBiotech

""Don't Accuse Us Of Inexperience, We Are Global Company"": Bharat Biotech

https://t.co/pNEHGIlcOG",1
